"관측지점별","항목","단위","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월",
"고흥","최고해면기압일자","","2018-01-13","2018-02-02","2018-03-17","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-30",
"고흥","최저해면기압","hPa","1008.2","993.7","1001.9","1001.7","1003.1","999.5","991.2","985.4","994.6","981.4","1011","1011.8",
"고흥","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-07","2018-06-11","2018-07-03","2018-08-23","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"고흥","평균지면온도","℃","1.3","2.7","10","15.9","19.9","25.2","30.7","30.9","22.8","16","9.3","3.2",
"의령","평균기온","℃","-1.2","1.1","8.7","14","18.7","22.8","27.4","27","20.6","13","7.4","2",
"의령","평균최고기온","℃","6.2","9.2","16.4","21.4","25.1","28.9","32.9","32.9","25.8","20.8","15.9","8.8",
"의령","평균최저기온","℃","-6.8","-6.4","1.7","6.8","12.5","17.3","22.7","22.4","16.3","7","1.5","-3.5",
"의령","최고기온","℃","15","16.3","24.8","29.8","31","34.8","38.7","37.8","30.5","26.7","21.3","17.3",
"의령","최고기온일자","","2018-01-15","2018-02-27","2018-03-29","2018-04-20","2018-05-15","2018-06-24","2018-07-27","2018-08-06","2018-09-04","2018-10-07","2018-11-05","2018-12-04",
"의령","최저기온","℃","-14.4","-13.7","-2.9","-1.2","5.6","12.2","18.2","16.3","9.8","1.6","-3.2","-11",
"의령","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-05","2018-06-01","2018-07-08","2018-08-18","2018-09-27","2018-10-31","2018-11-23","2018-12-29",
"의령","합계강수량","mm","27.7","28.5","151.5","116.5","87.9","168.5","148.5","440.5","143.8","198.3","25.4","24.5",
"의령","평균풍속","m/s","1.3","1.6","1.6","1.7","1.3","1","0.9","1.1","0.7","0.9","0.7","1",
"의령","최대풍속","m/s","8.7","9.2","9.6","8.8","9.2","6.5","4.7","8.5","5.5","7.1","7.5","6.2",
"의령","최대풍속일자","","2018-01-09","2018-02-11","2018-03-01","2018-04-07","2018-05-03","2018-06-27","2018-07-01","2018-08-24","2018-09-30","2018-10-06","2018-11-08","2018-12-29",
"의령","최대순간풍속","m/s","11.2","11.4","12.4","11.4","12.1","7.8","6.3","11.4","8.2","8.5","9.7","8.6",
"의령","최대순간풍속일자","","2018-01-09","2018-02-11","2018-03-01","2018-04-10","2018-05-03","2018-06-27","2018-07-01","2018-08-24","2018-09-30","2018-10-06","2018-11-08","2018-12-29",
"의령","평균상대습도","%","61","48","70","66","71","73","76","78","81","77","77","63",
"의령","최소상대습도","%","14","4","14","13","13","22","39","38","33","21","11","9",
"의령","최소상대습도일자","","2018-01-27","2018-02-17","2018-03-02","2018-04-21","2018-05-04","2018-06-21","2018-07-23","2018-08-19","2018-09-30","2018-10-21","2018-11-02","2018-12-27",
"의령","평균이슬점온도","℃","-8.9","-10.4","2.3","6.4","12.2","16.7","22.3","22.4","16.9","8.3","2.7","-5.3",
"의령","평균증기압","hPa","3.5","3.2","7.6","10.1","15","19.3","27.1","27.2","19.6","11.4","7.8","4.8",
"의령","합계일조시간","hr","201.4","203.3","203.6","221.6","179.3","181.6","222.1","198","124","211.8","163.4","164.8",
"의령","합계수평면일사","MJ/㎡","324.33","383.32","472.43","556.74","566.81","568.25","621.56","556.97","393.06","430.06","299.02","271.54",
"의령","평균전운량","할","","","","","","","","6","6.9","4.1","4.3","4.5",
"의령","평균현지기압","hPa","1021.3","1020.8","1018.2","1014.1","1010.2","1006.7","1007.1","1006.2","1011.6","1016.7","1021.6","1024.4",
"의령","평균해면기압","hPa","1023.1","1022.6","1020","1015.8","1011.9","1008.3","1008.7","1007.8","1013.2","1018.4","1023.4","1026.2",
"의령","최고해면기압","hPa","1034.5","1029.7","1032","1025.4","1025.1","1016.4","1018.4","1013.6","1022.4","1027.6","1031","1038.1",
"의령","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-18","2018-09-11","2018-10-20","2018-11-23","2018-12-31",
"의령","최저해면기압","hPa","1007","993","996.7","1002.3","1001.6","999.3","991.1","988.3","993.5","982.5","1009.4","1011.8",
"의령","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-11","2018-07-03","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"의령","평균지면온도","℃",".7","3.1","11.1","17.9","22.5","27","32.8","31.7","23.4","15","8.5","2.9",
"함양","평균기온","℃","-1.6","0","8","13.3","18","22.5","26.5","26.2","19.4","11.9","6.6","1.6",
"함양","평균최고기온","℃","4.3","7.2","15.8","20.8","24.6","29.3","32.5","32.1","25.2","19.8","15.4","8",
"함양","평균최저기온","℃","-6.8","-7.2",".6","5.4","11.3","16.6","21.8","21.6","14.7","5.8",".3","-3.9",
"함양","최고기온","℃","10.8","15.2","24.8","30.9","31.3","36.7","37.8","36.2","29.9","24.8","21.9","17.3",
"함양","최고기온일자","","2018-01-15","2018-02-27","2018-03-29","2018-04-20","2018-05-15","2018-06-25","2018-07-27","2018-08-15","2018-09-04","2018-10-07","2018-11-04","2018-12-03",
"함양","최저기온","℃","-16","-14.3","-6","-.9","5.2","11.8","16.3","14.9","5.7","1.3","-4.4","-12.5",
"함양","최저기온일자","","2018-01-27","2018-02-08","2018-03-02","2018-04-08","2018-05-20","2018-06-01","2018-07-07","2018-08-18","2018-09-25","2018-10-31","2018-11-29","2018-12-31",
"함양","합계강수량","mm","23.5","35.8","125","145.8","105","161.5","202.1","416.2","140.7","263","28.1","20",
"함양","평균풍속","m/s","2","1.8","1.4","1.7","1.2","0.9","0.8","0.9","0.7","1.1","0.6","1.5",
"함양","최대풍속","m/s","8.2","7","10.5","8.1","8.1","5","6.2","7.2","5","7","6.1","6.8",
"함양","최대풍속일자","","2018-01-26","2018-02-14","2018-03-01","2018-04-07","2018-05-03","2018-06-21","2018-07-27","2018-08-24","2018-09-30","2018-10-06","2018-11-25","2018-12-27",
"함양","최대순간풍속","m/s","13.4","13.1","19.4","17.2","15.6","9","9.8","13.5","10.1","13.3","11.6","11.7",
"함양","최대순간풍속일자","","2018-01-26","2018-02-10","2018-03-01","2018-04-07","2018-05-03","2018-06-27","2018-07-28","2018-08-24","2018-09-04","2018-10-28","2018-11-09","2018-12-29",
"함양","평균상대습도","%","67","57","74","69","77","75","85","87","88","82","82","68",
"함양","최소상대습도","%","16","6","13","8","14","23","41","43","29","24","9","9",
"함양","최소상대습도일자","","2018-01-27","2018-02-15","2018-03-02","2018-04-19","2018-05-04","2018-06-02","2018-07-23","2018-08-19","2018-09-18","2018-10-18","2018-11-28","2018-12-10",
"함양","평균이슬점온도","℃","-7.6","-9","2.6","6.1","12.9","17","23.3","23.4","16.9","8.3","2.8","-4.5",
"함양","평균증기압","hPa","3.8","3.4","7.8","10","15.6","19.7","28.9","29","19.7","11.3","7.9","5.1",
"함양","합계일조시간","hr","181.9","190.9","215.1","222.5","193.7","202.4","218.8","187.2","137.2","201.7","165.5","163.6",
"함양","합계수평면일사","MJ/㎡","309.96","368.97","495.47","563.61","596.7","615.61","624.47","534.35","416.23","424.57","296.65","271.95",
"함양","평균전운량","할","","","","","","","","6.1","6.7","4.4","4.4","5.2",
"함양","평균현지기압","hPa","1004.6","1004.1","1001.6","997.8","994.1","990.7","991.5","990.6","995.9","1000.8","1005.2","1007.7",
"함양","평균해면기압","hPa","1023.7","1023.1","1020.1","1015.7","1011.7","1007.9","1008.5","1007.5","1013.5","1018.9","1023.8","1026.8",
"함양","최고해면기압","hPa","1035.5","1031.3","1032.6","1025.2","1024.7","1017.2","1017.6","1014.4","1023.2","1028.6","1031.1","1039.1",
"함양","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-18","2018-09-11","2018-10-20","2018-11-23","2018-12-31",
"함양","최저해면기압","hPa","1007.8","994.9","1000","1002.3","1001.2","998.2","993.2","985.9","994","988.6","1008.8","1012",
"함양","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-11","2018-07-03","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"함양","평균지면온도","℃","-1.1",".2","8.2","14.5","20.7","26.7","30.4","29.9","20.9","13.1","6.2","1",
"광양","평균기온","℃",".7","2.7","9.6","14.5","18.7","22.7","27.8","27.9","21.6","15.4","11.4","4.7",
"광양","평균최고기온","℃","5.4","8.1","15.4","20.3","23.6","27.7","32.1","32.4","25.6","20.7","16.5","9.2",
"광양","평균최저기온","℃","-3.2","-1.9","4.7","9.5","14.6","18.8","24","24.8","18.4","11","7",".8",
"광양","최고기온","℃","14.6","16","23.6","27.1","28.6","34.7","37.3","37.6","30.1","26","20.7","16.9",
"광양","최고기온일자","","2018-01-15","2018-02-27","2018-03-28","2018-04-20","2018-05-24","2018-06-24","2018-07-27","2018-08-05","2018-09-04","2018-10-07","2018-11-05","2018-12-02",
"광양","최저기온","℃","-11.3","-9.8","-2.4","1.2","6.9","15.3","18.9","21","11.6","6.5","2.1","-6.5",
"광양","최저기온일자","","2018-01-27","2018-02-06","2018-03-02","2018-04-08","2018-05-04","2018-06-01","2018-07-08","2018-08-19","2018-09-25","2018-10-31","2018-11-23","2018-12-28",
"광양","합계강수량","mm","26","27.1","169","109.7","160.6","268","135.5","277.3","220.6","232.5","34.6","34.1",
"광양","평균풍속","m/s","2.3","2.1","2.4","2.2","1.8","1.5","1.5","2","2","1.6","1","1.8",
"광양","최대풍속","m/s","7.7","12","12.9","8.3","8.4","6.9","8","9.1","7.1","10.9","5.8","7",
"광양","최대풍속일자","","2018-01-28","2018-02-28","2018-03-01","2018-04-06","2018-05-20","2018-06-10","2018-07-06","2018-08-23","2018-09-14","2018-10-05","2018-11-09","2018-12-04",
"광양","최대순간풍속","m/s","10","14.8","15.3","11.7","10.9","9.5","10.1","11","9.7","13.4","9","9.1",
"광양","최대순간풍속일자","","2018-01-23","2018-02-28","2018-03-01","2018-04-06","2018-05-20","2018-06-10","2018-07-07","2018-08-23","2018-09-11","2018-10-05","2018-11-22","2018-12-27",
"광양","평균상대습도","%","58","49","71","69","75","76","79","80","67","59","57","49",
"광양","최소상대습도","%","19","11","26","21","17","33","46","42","18","20","12","3",
"광양","최소상대습도일자","","2018-01-27","2018-02-16","2018-03-26","2018-04-09","2018-05-25","2018-06-21","2018-07-20","2018-08-21","2018-09-30","2018-10-21","2018-11-29","2018-12-31",
"광양","평균이슬점온도","℃","-7.2","-7.7","3.8","7.9","13.5","17.8","23.5","23.6","14.7","6.8","2.2","-6.4",
"광양","평균증기압","hPa","4","3.8","8.6","11.3","16.1","20.7","29.1","29.4","17.2","10.3","7.6","4.7",
"광양","합계일조시간","hr","206.8","192.6","208.8","217.2","190.3","211.1","233.1","191.3","139.4","215.3","187.2","181.1",
"광양","합계수평면일사","MJ/㎡","331.05","377.06","480.35","554.68","559.53","596.52","587.48","539.23","414.12","449.91","320.23","279.59",
"광양","평균전운량","할","","","","","","","","6.2","6.5","4.1","4","4.6",
"광양","평균현지기압","hPa","1012.2","1011.9","1009.2","1005.6","1001.9","998.3","999.4","997.7","1002.9","1007.9","1012.5","1015.1",
"광양","평균해면기압","hPa","1023.2","1022.8","1019.8","1015.9","1012","1008.2","1009.2","1007.5","1012.9","1018.2","1023","1025.9",
"광양","최고해면기압","hPa","1034.1","1029.2","1031.2","1024.5","1025","1016.2","1017.7","1013.7","1021.2","1027","1030.3","1037.5",
"광양","최고해면기압일자","","2018-01-13","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-01","2018-07-09","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-30",
"광양","최저해면기압","hPa","1006.8","993.4","998.6","1001.6","1002.5","999.4","998","987.6","994.1","982.1","1010.8","1011.9",
"광양","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-11","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"광양","평균지면온도","℃",".5","2.8","9.5","15.2","20.1","26.2","31.8","31.3","23.7","17.5","11.3","4.6",
"진도","평균기온","℃",".9","1.9","8.4","13.5","17.7","21.4","26.8","27.7","21.6","14.9","9.8","4.5",
"진도","평균최고기온","℃","4.3","5.9","13.7","18.8","22.2","26","31.1","31.6","25.7","19.4","15.2","7.9",
"진도","평균최저기온","℃","-2.7","-2.5","3","7.9","13.1","17.6","23.4","24.4","17.8","10","4.5",".6",
"진도","최고기온","℃","11.9","15.1","20.9","25.6","27","30.3","34.6","35.5","28.9","25.1","18.7","18.8",
"진도","최고기온일자","","2018-01-15","2018-02-27","2018-03-31","2018-04-20","2018-05-15","2018-06-25","2018-07-21","2018-08-22","2018-09-05","2018-10-04","2018-11-08","2018-12-02",
"진도","최저기온","℃","-9.5","-8.3","-3",".3","6.9","12.3","19.3","20.9","11.8","4.4","-.3","-4.7",
"진도","최저기온일자","","2018-01-24","2018-02-07","2018-03-10","2018-04-19","2018-05-04","2018-06-01","2018-07-07","2018-08-19","2018-09-25","2018-10-31","2018-11-23","2018-12-29",
"진도","합계강수량","mm","55.2","35.5","126.5","171","105","202.6","52.6","355.7","185.1","222.7","39","38.6",
"진도","평균풍속","m/s","2.9","3","2.2","2.6","2.2","1.9","1.9","2.3","1.8","2.4","1.8","3.1",
"진도","최대풍속","m/s","9.2","8.1","8.7","8.3","9.4","7.7","6.7","10.5","8.1","12.1","9.7","11.1",
"진도","최대풍속일자","","2018-01-25","2018-02-17","2018-03-01","2018-04-08","2018-05-23","2018-06-13","2018-07-03","2018-08-23","2018-09-30","2018-10-06","2018-11-08","2018-12-27",
"진도","최대순간풍속","m/s","17","20.2","14.8","14.7","15.4","12.7","10.8","17.4","12.4","16.7","15","15.6",
"진도","최대순간풍속일자","","2018-01-10","2018-02-28","2018-03-08","2018-04-06","2018-05-23","2018-06-13","2018-07-01","2018-08-23","2018-09-30","2018-10-06","2018-11-08","2018-12-27",
"진도","평균상대습도","%","73","65","80","74","79","81","80","79","79","71","75","69",
"진도","최소상대습도","%","34","16","24","12","18","32","45","46","38","31","19","20",
"진도","최소상대습도일자","","2018-01-21","2018-02-27","2018-03-31","2018-04-20","2018-05-25","2018-06-02","2018-07-21","2018-08-01","2018-09-25","2018-10-21","2018-11-20","2018-12-15",
"진도","평균이슬점온도","℃","-3.6","-4.5","4.7","8.1","13.4","17.7","22.8","23.4","17.5","9.2","4.9","-1.1",
"진도","평균증기압","hPa","4.9","4.6","9","11.5","15.9","20.6","27.9","28.9","20.4","12","9","6.3",
"진도","합계일조시간","hr","117.1","160.5","148.4","210","159.8","206.9","261.5","237.9","159.6","221.8","194.5","124.7",
"진도","평균전운량","할","","","","","","","","5.6","6.3","4.4","4.2","6.8",
"진도","평균현지기압","hPa","1023.1","1022.6","1018.8","1014.8","1010.7","1007","1007.1","1005.6","1011.5","1017.6","1022","1025.6",
"진도","평균해면기압","hPa","1023.8","1023.3","1019.5","1015.4","1011.3","1007.6","1007.7","1006.2","1012.1","1018.2","1022.7","1026.3",
"진도","최고해면기압","hPa","1033","1030.2","1029.3","1022.6","1024.7","1016","1015.1","1012.8","1020.2","1026.6","1029.4","1037.7",
"진도","최고해면기압일자","","2018-01-13","2018-02-03","2018-03-06","2018-04-13","2018-05-10","2018-06-01","2018-07-11","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-30",
"진도","최저해면기압","hPa","1009.9","993.4","1003.8","1002.5","1001.9","998.4","992.6","978.9","994.8","989.4","1010.6","1012",
"진도","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-05","2018-04-14","2018-05-07","2018-06-28","2018-07-03","2018-08-23","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"진도","평균지면온도","℃","2.4","3.2","11","16.9","21.3","27.8","33","33.2","24.4","17.2","9.9","4.6",
"봉화","평균기온","℃","-5.2","-3.6","5.7","11.4","15.9","20.3","25","24.7","17.4","9.7","4.5","-2.1",
"봉화","평균최고기온","℃","1.5","4.3","13.1","19.3","22.9","27.2","30.8","30.7","23.5","17.5","12.7","5",
"봉화","평균최저기온","℃","-11.2","-10.9","-1.4","3.5","8.8","14.1","19.8","19.9","12","3.4","-1.6","-8.2",
"봉화","최고기온","℃","9.6","11.9","22.4","30.3","30.1","33.2","36.6","37.8","27.5","23","18.7","14.4",
"봉화","최고기온일자","","2018-01-15","2018-02-27","2018-03-28","2018-04-21","2018-05-15","2018-06-24","2018-07-27","2018-08-02","2018-09-04","2018-10-03","2018-11-04","2018-12-04",
"봉화","최저기온","℃","-21.7","-20.9","-8.9","-1.9","2.2","7.5","10.7","13.8","4.6","-2.4","-8.2","-17.1",
"봉화","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-16","2018-07-08","2018-08-18","2018-09-28","2018-10-30","2018-11-23","2018-12-31",
"봉화","합계강수량","mm","7.5","15","75.2","165","140.2","69.9","228.7","319.4","111.7","88.5","45.6","24",
"봉화","평균풍속","m/s","1.7","1.6","1.8","1.8","1.6","1.5","1.4","1.3","1.2","1.4","1.1","1.4",
"봉화","최대풍속","m/s","7.9","7.2","7.7","6.4","7.8","6.2","6.9","6.2","5.6","11.3","5.9","7.3",
"봉화","최대풍속일자","","2018-01-23","2018-02-17","2018-03-01","2018-04-11","2018-05-03","2018-06-09","2018-07-29","2018-08-23","2018-09-30","2018-10-06","2018-11-22","2018-12-08",
"봉화","최대순간풍속","m/s","16.2","13.7","15.2","15.5","13.8","9.7","12.4","11.6","12.7","22.7","12.3","13.6",
"봉화","최대순간풍속일자","","2018-01-23","2018-02-17","2018-03-01","2018-04-07","2018-05-03","2018-06-24","2018-07-29","2018-08-24","2018-09-05","2018-10-06","2018-11-09","2018-12-08",
"봉화","평균상대습도","%","54","45","61","57","71","69","76","77","79","75","75","61",
"봉화","최소상대습도","%","13","7","11","6","16","16","34","24","21","24","12","8",
"봉화","최소상대습도일자","","2018-01-01","2018-02-17","2018-03-03","2018-04-19","2018-05-04","2018-06-22","2018-07-24","2018-08-01","2018-09-30","2018-10-20","2018-11-23","2018-12-27",
"봉화","평균이슬점온도","℃","-14.2","-15.4","-2.5","1.1","9.4","13.1","19.8","19.7","13.1","4.6","-.6","-9.8",
"봉화","평균증기압","hPa","2.4","2.2","5.4","7","12.5","15.5","23.3","23.2","15.5","8.9","6.3","3.6",
"봉화","합계일조시간","hr","192.9","199.5","212.7","225.1","194.9","190.6","225.3","159","130.4","179","156.2","188",
"봉화","평균전운량","할","","","","","","","","6.7","6.8","4.4","4.3","4.2",
"봉화","평균현지기압","hPa","982","981.8","980.9","977","973.8","971.1","972.6","971.7","976.4","980.1","984.2","985.8",
"봉화","평균해면기압","hPa","1023.2","1022.8","1020.3","1015.4","1011.4","1007.9","1008.9","1008","1013.9","1018.9","1024","1026.7",
"봉화","최고해면기압","hPa","1037.1","1031.5","1033.9","1027.2","1025.4","1016.9","1018.7","1015.4","1024.8","1029.4","1031.5","1040.9",
"봉화","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-09","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-20","2018-11-23","2018-12-31",
"봉화","최저해면기압","hPa","1006","995.5","996.8","1002.1","1000","997.4","992.9","988.4","992.3","990.2","1005.8","1011.6",
"봉화","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"봉화","평균지면온도","℃","-2.6","-2.1","6","12.5","18.6","26.5","30.5","30.3","19.6","11.7","5.3","-.5",
"영주","평균기온","℃","-3.9","-1.6","7.3","12.8","17.1","21.9","26","25.3","18.2","11","5.8","-1",
"영주","평균최고기온","℃",".7","4.1","13.4","19.6","23.3","28.1","31.6","31.2","23.8","17.9","12.6","4.3",
"영주","평균최저기온","℃","-8.3","-7.7",".6","5.8","10.8","16.2","21","20.7","13.1","5.1","-.2","-6.1",
"영주","최고기온","℃","8.4","12.2","23.2","30.9","29.7","33.6","37.5","38","27.5","24.2","18.9","14.3",
"영주","최고기온일자","","2018-01-15","2018-02-27","2018-03-14","2018-04-21","2018-05-15","2018-06-22","2018-07-24","2018-08-01","2018-09-09","2018-10-04","2018-11-04","2018-12-04",
"영주","최저기온","℃","-19","-16.9","-6.9",".4","3.1","10.4","13.1","15.3","6","0","-5.6","-15.9",
"영주","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-10","2018-05-04","2018-06-16","2018-07-08","2018-08-18","2018-09-25","2018-10-21","2018-11-23","2018-12-31",
"영주","합계강수량","mm","11.5","17.5","110","175.1","162.6","78.8","234.2","411.5","166.5","129.8","68","26",
"영주","평균풍속","m/s","4.1","3.8","2.6","2.8","2.1","1.9","1.7","1.4","1.6","2.3","2","3.3",
"영주","최대풍속","m/s","10.8","9.4","8.9","7.2","6.6","5.7","5.9","4.7","8.1","9.2","8","10",
"영주","최대풍속일자","","2018-01-24","2018-02-03","2018-03-01","2018-04-06","2018-05-03","2018-06-08","2018-07-02","2018-08-04","2018-09-30","2018-10-27","2018-11-30","2018-12-07",
"영주","최대순간풍속","m/s","12.8","11.3","10.2","8.2","7.8","6.6","6.6","6.1","12.7","15.6","11.8","14.6",
"영주","최대순간풍속일자","","2018-01-24","2018-02-04","2018-03-01","2018-04-07","2018-05-03","2018-06-24","2018-07-02","2018-08-14","2018-09-30","2018-10-06","2018-11-30","2018-12-07",
"영주","평균상대습도","%","52","40","58","54","66","63","72","74","74","69","68","55",
"영주","최소상대습도","%","16","8","15","8","13","20","33","31","28","20","13","9",
"영주","최소상대습도일자","","2018-01-19","2018-02-21","2018-03-03","2018-04-19","2018-05-25","2018-06-03","2018-07-24","2018-08-02","2018-09-17","2018-10-24","2018-11-23","2018-12-31",
"영주","평균이슬점온도","℃","-13.1","-14.8","-1.4","2.1","9.7","13.7","19.9","19.8","12.9","4.8","-.5","-9.9",
"영주","평균증기압","hPa","2.6","2.2","5.8","7.5","12.6","15.9","23.5","23.3","15.2","9","6.3","3.5",
"영주","합계일조시간","hr","194.3","214.4","214.3","235.6","232.1","222.9","257.3","199.4","160.2","220.6","170.4","192.1",
"영주","평균전운량","할","","","","","","","","6.5","6.5","4.7","4.1","4.4",
"영주","평균현지기압","hPa","996.3","996","994.4","990.3","986.8","983.8","985.1","984.2","989.3","993.4","997.7","1000",
"영주","평균해면기압","hPa","1023.2","1022.7","1020.1","1015.3","1011.3","1007.7","1008.7","1007.8","1013.7","1018.7","1023.6","1026.6",
"영주","최고해면기압","hPa","1035.7","1030.9","1033.7","1026.2","1025.3","1016","1018.6","1015.6","1024.6","1028.2","1030.7","1039.7",
"영주","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-13","2018-11-02","2018-12-31",
"영주","최저해면기압","hPa","1006.1","996.7","997.6","1002.4","1000.1","997.4","993","987.8","993","992.1","1006.5","1012.3",
"영주","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"영주","평균지면온도","℃","-2.3",".8","10.2","17.4","23","30.2","33.9","32.5","22","14.1","6.9","-.2",
"문경","평균기온","℃","-3.1","-.7","7.9","13.5","17.8","22.5","26.6","26.6","19.2","11.7","6.7","-.2",
"문경","평균최고기온","℃","2","5.5","14.7","20.3","23.8","28.2","32.2","32.6","24.7","18.5","13.7","5",
"문경","평균최저기온","℃","-7.2","-6.3","1.6","6.6","11.5","17.1","21.9","21.9","14.5","6.3","1.2","-5",
"문경","최고기온","℃","10.3","14.2","24.5","32.3","31.2","33.5","37.8","38.1","28.8","24.9","20.4","14",
"문경","최고기온일자","","2018-01-15","2018-02-27","2018-03-31","2018-04-21","2018-05-15","2018-06-25","2018-07-27","2018-08-14","2018-09-04","2018-10-04","2018-11-04","2018-12-04",
"문경","최저기온","℃","-16.7","-13.9","-7.4","-.7","5.3","10.9","13.4","16.4","7.1","-.1","-4.7","-13.7",
"문경","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-09","2018-06-16","2018-07-08","2018-08-19","2018-09-25","2018-10-30","2018-11-27","2018-12-31",
"문경","합계강수량","mm","22","29.7","116","157.6","128.1","62.9","174.2","275.1","164.9","141.6","56","32",
"문경","평균풍속","m/s","2.5","2.6","2.1","2.4","1.9","1.9","1.5","1.7","1.5","1.8","1.6","2.3",
"문경","최대풍속","m/s","7.1","8.8","8.5","8.6","8.5","6.1","5.8","7.5","6","10.3","7.5","9.1",
"문경","최대풍속일자","","2018-01-09","2018-02-04","2018-03-20","2018-04-14","2018-05-03","2018-06-09","2018-07-04","2018-08-31","2018-09-30","2018-10-06","2018-11-09","2018-12-07",
"문경","최대순간풍속","m/s","14.4","16.2","15.3","14.6","16.3","10","10.4","12.8","11.5","18.6","13.1","16.1",
"문경","최대순간풍속일자","","2018-01-24","2018-02-04","2018-03-01","2018-04-07","2018-05-03","2018-06-24","2018-07-02","2018-08-31","2018-09-30","2018-10-06","2018-11-09","2018-12-23",
"문경","평균상대습도","%","46","35","54","49","62","58","70","67","71","64","60","46",
"문경","최소상대습도","%","13","7","11","5","13","17","27","25","25","15","11","7",
"문경","최소상대습도일자","","2018-01-28","2018-02-16","2018-03-02","2018-04-19","2018-05-04","2018-06-03","2018-07-29","2018-08-15","2018-09-30","2018-10-21","2018-11-23","2018-12-27",
"문경","평균이슬점온도","℃","-14.1","-15.8","-1.9",".9","9","12.7","19.9","19.2","13.3","4.4","-1.1","-11.5",
"문경","평균증기압","hPa","2.5","2.1","5.7","7","12.2","15.1","23.5","22.5","15.6","8.8","6.1","3.2",
"문경","합계일조시간","hr","183.1","206.5","198.6","229.9","197.8","189.9","220.1","180.1","159","215.4","160.9","176.4",
"문경","평균전운량","할","","","","","","","","6.3","6.3","4.4","4.4","4.1",
"문경","평균현지기압","hPa","1001.9","1001.5","999.5","995.2","991.6","988.5","989.6","988.6","993.9","998.4","1002.7","1005.4",
"문경","평균해면기압","hPa","1023.7","1023","1020.3","1015.5","1011.5","1007.9","1008.8","1007.7","1013.7","1018.8","1023.7","1027",
"문경","최고해면기압","hPa","1034.8","1030.7","1033","1026","1025.2","1016.2","1018.3","1015","1024.2","1028.3","1030.6","1039.7",
"문경","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-09","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-13","2018-11-02","2018-12-31",
"문경","최저해면기압","hPa","1007.5","997.4","998.3","1003","1000.9","998","993.2","987.3","993.6","993.1","1007","1013",
"문경","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"문경","평균지면온도","℃","-1.1",".5","8.8","15.4","21.2","28.4","32.9","33.3","22.5","14.5","7.2",".5",
"청송","평균기온","℃","-4","-2.1","6.3","12.2","16.8","20.7","25.7","25.4","18.4","10.9","5.4","-1.2",
"청송","평균최고기온","℃","2.2","5.5","13.8","20","23.5","27.7","31.7","31.8","24","18.2","13.4","5.3",
